pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles|percentage_male|gen|starter|legendary|mythical|pseudo-legendary|ultra_beast|mega_evolution|fossil
554|554|Darumaka|70|90|45|15|45|50|315|52.5|Hustle||Inner Focus|Fire||Darumakkaダルマッカ|120.0|70.0|50|1059860.0|Zen Charm Pokémon|0.6|37.5|20|50|5|False|False|False|False|False|False|False
554|554G|Darumaka (Galarian Darumaka)|70|90|45|15|45|50|315|52.5|Hustle||Inner Focus|Ice||Darumakkaダルマッカ|120.0|70.0|50|1059860.0|Zen Charm Pokémon|0.7|40.0|20|50|5|False|False|False|False|False|False|False
555|555|Darmanitan (Standard Mode)|105|140|55|30|55|95|480|80.0|Sheer Force||Zen Mode|Fire||Hihidarumaヒヒダルマ|60.0|70.0|50|1059860.0|Blazing Pokémon|1.3|92.9|20|50|5|False|False|False|False|False|False|False
555|555G|Darmanitan (Galarian Standard Mode)|105|140|55|30|55|95|480|80.0|Gorilla Tactics||Zen Mode|Ice||Hihidarumaヒヒダルマ|60.0|70.0|50|1059860.0|Zen Charm Pokémon|1.7|120.0|20|50|5|False|False|False|False|False|False|False
555|555GZ|Darmanitan (Galarian Zen Mode)|105|160|55|30|55|135|540|90.0|Gorilla Tactics||Zen Mode|Ice|Fire|Hihidarumaヒヒダルマ|60.0|70.0|50|1059860.0|Zen Charm Pokémon|1.7|120.0|20|50|5|False|False|False|False|False|False|False
555|555Z|Darmanitan (Zen Mode)|105|30|105|140|105|55|540|90.0|Sheer Force||Zen Mode|Fire|Psychic|Hihidarumaヒヒダルマ|60.0|70.0|50|1059860.0|Blazing Pokémon|1.3|92.9|20|50|5|False|False|False|False|False|False|False
556|556|Maractus|75|86|67|106|67|60|461|76.83|Water Absorb|Chlorophyll|Storm Drain|Grass||Maracacchiマラカッチ|255.0|70.0|50|1000000.0|Cactus Pokémon|1.0|28.0|20|50|5|False|False|False|False|False|False|False
557|557|Dwebble|50|65|85|35|35|55|325|54.17|Sturdy|Shell Armor|Weak Armor|Bug|Rock|Ishizumaiイシズマイ|190.0|70.0|50|1000000.0|Rock Inn Pokémon|0.3|14.5|20|50|5|False|False|False|False|False|False|False
558|558|Crustle|70|105|125|65|75|45|485|80.83|Sturdy|Shell Armor|Weak Armor|Bug|Rock|Iwapalaceイワパレス|75.0|70.0|50|1000000.0|Stone Home Pokémon|1.4|200.0|20|50|5|False|False|False|False|False|False|False
559|559|Scraggy|50|75|70|35|70|48|348|58.0|Shed Skin|Moxie|Intimidate|Dark|Fighting|Zurugguズルッグ|180.0|35.0|35|1000000.0|Shedding Pokémon|0.6|11.8|15|50|5|False|False|False|False|False|False|False
560|560|Scrafty|65|90|115|45|115|58|488|81.33|Shed Skin|Moxie|Intimidate|Dark|Fighting|Zuruzukinズルズキン|90.0|70.0|50|1000000.0|Hoodlum Pokémon|1.1|30.0|15|50|5|False|False|False|False|False|False|False
561|561|Sigilyph|72|58|80|103|80|97|490|81.67|Wonder Skin|Magic Guard|Tinted Lens|Psychic|Flying|Symbolerシンボラー|45.0|70.0|50|1000000.0|Avianoid Pokémon|1.4|14.0|20|50|5|False|False|False|False|False|False|False
562|562|Yamask|38|30|85|55|65|30|303|50.5|Mummy|||Ghost||Desumasuデスマス|190.0|70.0|50|1000000.0|Spirit Pokémon|0.5|1.5|25|50|5|False|False|False|False|False|False|False
562|562G|Yamask (Galarian Yamask)|38|55|85|30|65|30|303|50.5|Wandering Spirit|||Ground|Ghost|Desumasuデスマス|190.0|70.0|50|1000000.0|Spirit Pokémon|0.5|1.5|25|50|5|False|False|False|False|False|False|False
563|563|Cofagrigus|58|50|145|95|105|30|483|80.5|Mummy|||Ghost||Desukarnデスカーン|90.0|70.0|50|1000000.0|Coffin Pokémon|1.7|76.5|25|50|5|False|False|False|False|False|False|False
564|564|Tirtouga|54|78|103|53|45|22|355|59.17|Solid Rock|Sturdy|Swift Swim|Water|Rock|Protogaプロトーガ|45.0|70.0|50|1000000.0|Prototurtle Pokémon|0.7|16.5|30|87.5|5|False|False|False|False|False|False|True
565|565|Carracosta|74|108|133|83|65|32|495|82.5|Solid Rock|Sturdy|Swift Swim|Water|Rock|Abagouraアバゴーラ|45.0|70.0|50|1000000.0|Prototurtle Pokémon|1.2|81.0|30|87.5|5|False|False|False|False|False|False|True
566|566|Archen|55|112|45|74|45|70|401|66.83|Defeatist|||Rock|Flying|Archenアーケン|45.0|70.0|50|1000000.0|First Bird Pokémon|0.5|9.5|30|87.5|5|False|False|False|False|False|False|True
567|567|Archeops|75|140|65|112|65|110|567|94.5|Defeatist|||Rock|Flying|Archeosアーケオス|45.0|70.0|50|1000000.0|First Bird Pokémon|1.4|32.0|30|87.5|5|False|False|False|False|False|False|True
568|568|Trubbish|50|50|62|40|62|65|329|54.83|Stench|Sticky Hold|Aftermath|Poison||Yabukuronヤブクロン|190.0|70.0|50|1000000.0|Trash Bag Pokémon|0.6|31.0|20|50|5|False|False|False|False|False|False|False
569|569|Garbodor|80|95|82|60|82|75|474|79.0|Stench|Weak Armor|Aftermath|Poison||Dustdasダストダス|60.0|70.0|50|1000000.0|Trash Heap Pokémon|1.9|107.3|20|50|5|False|False|False|False|False|False|False
570|570|Zorua|40|65|40|80|40|65|330|55.0|Illusion|||Dark||Zoruaゾロア|75.0|70.0|50|1059860.0|Tricky Fox Pokémon|0.7|12.5|25|87.5|5|False|False|False|False|False|False|False
571|571|Zoroark|60|105|60|120|60|105|510|85.0|Illusion|||Dark||Zoroarkゾロアーク|45.0|70.0|50|1059860.0|Illusion Fox Pokémon|1.6|81.1|20|87.5|5|False|False|False|False|False|False|False
572|572|Minccino|55|50|40|40|40|75|300|50.0|Cute Charm|Technician|Skill Link|Normal||Chillarmyチラーミィ|255.0|70.0|50|800000.0|Chinchilla Pokémon|0.4|5.8|15|25.0|5|False|False|False|False|False|False|False
573|573|Cinccino|75|95|60|65|60|115|470|78.33|Cute Charm|Technician|Skill Link|Normal||Chillaccinoチラチーノ|60.0|70.0|50|800000.0|Scarf Pokémon|0.5|7.5|15|25.0|5|False|False|False|False|False|False|False
574|574|Gothita|45|30|50|55|65|45|290|48.33|Frisk|Competitive|Shadow Tag|Psychic||Gothimuゴチム|200.0|70.0|50|1059860.0|Fixation Pokémon|0.4|5.8|20|25.0|5|False|False|False|False|False|False|False
575|575|Gothorita|60|45|70|75|85|55|390|65.0|Frisk|Competitive|Shadow Tag|Psychic||Gothimiruゴチミル|100.0|70.0|50|1059860.0|Manipulate Pokémon|0.7|18.0|20|25.0|5|False|False|False|False|False|False|False
576|576|Gothitelle|70|55|95|95|110|65|490|81.67|Frisk|Competitive|Shadow Tag|Psychic||Gothiruselleゴチルゼル|50.0|70.0|50|1059860.0|Astral Body Pokémon|1.5|44.0|20|25.0|5|False|False|False|False|False|False|False
577|577|Solosis|45|30|40|105|50|20|290|48.33|Overcoat|Magic Guard|Regenerator|Psychic||Uniranユニラン|200.0|70.0|50|1059860.0|Cell Pokémon|0.3|1.0|20|50|5|False|False|False|False|False|False|False
578|578|Duosion|65|40|50|125|60|30|370|61.67|Overcoat|Magic Guard|Regenerator|Psychic||Doublanダブラン|100.0|70.0|50|1059860.0|Mitosis Pokémon|0.6|8.0|20|50|5|False|False|False|False|False|False|False
579|579|Reuniclus|110|65|75|125|85|30|490|81.67|Overcoat|Magic Guard|Regenerator|Psychic||Lanculusランクルス|50.0|70.0|50|1059860.0|Multiplying Pokémon|1.0|20.1|20|50|5|False|False|False|False|False|False|False
580|580|Ducklett|62|44|50|44|50|55|305|50.83|Keen Eye|Big Pecks|Hydration|Water|Flying|Koaruhieコアルヒー|190.0|70.0|50|1000000.0|Water Bird Pokémon|0.5|5.5|20|50|5|False|False|False|False|False|False|False
581|581|Swanna|75|87|63|87|63|98|473|78.83|Keen Eye|Big Pecks|Hydration|Water|Flying|Swannaスワンナ|45.0|70.0|50|1000000.0|White Bird Pokémon|1.3|24.2|20|50|5|False|False|False|False|False|False|False
582|582|Vanillite|36|50|50|65|60|44|305|50.83|Ice Body|Snow Cloak|Weak Armor|Ice||Vanipetiバニプッチ|255.0|70.0|50|1250000.0|Fresh Snow Pokémon|0.4|5.7|20|50|5|False|False|False|False|False|False|False
583|583|Vanillish|51|65|65|80|75|59|395|65.83|Ice Body|Snow Cloak|Weak Armor|Ice||Vanirichバニリッチ|120.0|70.0|50|1250000.0|Icy Snow Pokémon|1.1|41.0|20|50|5|False|False|False|False|False|False|False
584|584|Vanilluxe|71|95|85|110|95|79|535|89.17|Ice Body|Snow Warning|Weak Armor|Ice||Baivanillaバイバニラ|45.0|70.0|50|1250000.0|Snowstorm Pokémon|1.3|57.5|20|50|5|False|False|False|False|False|False|False
585|585|Deerling|60|60|50|40|50|75|335|55.83|Chlorophyll|Sap Sipper|Serene Grace|Normal|Grass|Shikijikaシキジカ|190.0|70.0|50|1000000.0|Season Pokémon|0.6|19.5|20|50|5|False|False|False|False|False|False|False
586|586|Sawsbuck|80|100|70|60|70|95|475|79.17|Chlorophyll|Sap Sipper|Serene Grace|Normal|Grass|Mebukijikaメブキジカ|75.0|70.0|50|1000000.0|Season Pokémon|1.9|92.5|20|50|5|False|False|False|False|False|False|False
587|587|Emolga|55|75|60|75|60|103|428|71.33|Static||Motor Drive|Electric|Flying|Emongaエモンガ|200.0|70.0|50|1000000.0|Sky Squirrel Pokémon|0.4|5.0|20|50|5|False|False|False|False|False|False|False
588|588|Karrablast|50|75|45|40|45|60|315|52.5|Swarm|Shed Skin|No Guard|Bug||Kaburumoカブルモ|200.0|70.0|50|1000000.0|Clamping Pokémon|0.5|5.9|15|50|5|False|False|False|False|False|False|False
589|589|Escavalier|70|135|105|60|105|20|495|82.5|Swarm|Shell Armor|Overcoat|Bug|Steel|Chevargoシュバルゴ|75.0|70.0|50|1000000.0|Cavalry Pokémon|1.0|33.0|15|50|5|False|False|False|False|False|False|False
590|590|Foongus|69|55|45|55|55|15|294|49.0|Effect Spore||Regenerator|Grass|Poison|Tamagetakeタマゲタケ|190.0|70.0|50|1000000.0|Mushroom Pokémon|0.2|1.0|20|50|5|False|False|False|False|False|False|False
591|591|Amoonguss|114|85|70|85|80|30|464|77.33|Effect Spore||Regenerator|Grass|Poison|Morobareruモロバレル|75.0|70.0|50|1000000.0|Mushroom Pokémon|0.6|10.5|20|50|5|False|False|False|False|False|False|False
592|592|Frillish|55|40|50|65|85|40|335|55.83|Water Absorb|Cursed Body|Damp|Water|Ghost|Pururillプルリル|190.0|70.0|50|1000000.0|Floating Pokémon|1.2|33.0|20|50|5|False|False|False|False|False|False|False
593|593|Jellicent|100|60|70|85|105|60|480|80.0|Water Absorb|Cursed Body|Damp|Water|Ghost|Burungelブルンゲル|60.0|70.0|50|1000000.0|Floating Pokémon|2.2|135.0|20|50|5|False|False|False|False|False|False|False
594|594|Alomomola|165|75|80|40|45|65|470|78.33|Healer|Hydration|Regenerator|Water||Mamanbouママンボウ|75.0|70.0|50|800000.0|Caring Pokémon|1.2|31.6|40|50|5|False|False|False|False|False|False|False
595|595|Joltik|50|47|50|57|50|65|319|53.17|Compound Eyes|Unnerve|Swarm|Bug|Electric|Bachuruバチュル|190.0|70.0|50|1000000.0|Attaching Pokémon|0.1|0.6|20|50|5|False|False|False|False|False|False|False
596|596|Galvantula|70|77|60|97|60|108|472|78.67|Compound Eyes|Unnerve|Swarm|Bug|Electric|Dentulaデンチュラ|75.0|70.0|50|1000000.0|EleSpider Pokémon|0.8|14.3|20|50|5|False|False|False|False|False|False|False
597|597|Ferroseed|44|50|91|24|86|10|305|50.83|Iron Barbs|||Grass|Steel|Tesseedテッシード|255.0|70.0|50|1000000.0|Thorn Seed Pokémon|0.6|18.8|20|50|5|False|False|False|False|False|False|False
598|598|Ferrothorn|74|94|131|54|116|20|489|81.5|Iron Barbs||Anticipation|Grass|Steel|Nutreyナットレイ|90.0|70.0|50|1000000.0|Thorn Pod Pokémon|1.0|110.0|20|50|5|False|False|False|False|False|False|False
599|599|Klink|40|55|70|45|60|30|300|50.0|Plus|Minus|Clear Body|Steel||Giaruギアル|130.0|70.0|50|1059860.0|Gear Pokémon|0.3|21.0|20||5|False|False|False|False|False|False|False
600|600|Klang|60|80|95|70|85|50|440|73.33|Plus|Minus|Clear Body|Steel||Gigiaruギギアル|60.0|70.0|50|1059860.0|Gear Pokémon|0.6|51.0|20||5|False|False|False|False|False|False|False
601|601|Klinklang|60|100|115|70|85|90|520|86.67|Plus|Minus|Clear Body|Steel||Gigigiaruギギギアル|30.0|70.0|50|1059860.0|Gear Pokémon|0.6|81.0|20||5|False|False|False|False|False|False|False
602|602|Tynamo|35|55|40|45|40|60|275|45.83|Levitate|||Electric||Shibishirasuシビシラス|190.0|70.0|50|1250000.0|EleFish Pokémon|0.2|0.3|20|50|5|False|False|False|False|False|False|False
603|603|Eelektrik|65|85|70|75|70|40|405|67.5|Levitate|||Electric||Shibibeelシビビール|60.0|70.0|50|1250000.0|EleFish Pokémon|1.2|22.0|20|50|5|False|False|False|False|False|False|False
604|604|Eelektross|85|115|80|105|80|50|515|85.83|Levitate|||Electric||Shibirudonシビルドン|30.0|70.0|50|1250000.0|EleFish Pokémon|2.1|80.5|20|50|5|False|False|False|False|False|False|False
605|605|Elgyem|55|55|55|85|55|30|335|55.83|Telepathy|Synchronize|Analytic|Psychic||Ligrayリグレー|255.0|70.0|50|1000000.0|Cerebral Pokémon|0.5|9.0|20|50|5|False|False|False|False|False|False|False
606|606|Beheeyem|75|75|75|125|95|40|485|80.83|Telepathy|Synchronize|Analytic|Psychic||Ohbemオーベム|90.0|70.0|50|1000000.0|Cerebral Pokémon|1.0|34.5|20|50|5|False|False|False|False|False|False|False
607|607|Litwick|50|30|55|65|55|20|275|45.83|Flash Fire|Flame Body|Infiltrator|Ghost|Fire|Hitomoshiヒトモシ|190.0|70.0|50|1059860.0|Candle Pokémon|0.3|3.1|20|50|5|False|False|False|False|False|False|False
608|608|Lampent|60|40|60|95|60|55|370|61.67|Flash Fire|Flame Body|Infiltrator|Ghost|Fire|Lamplerランプラー|90.0|70.0|50|1059860.0|Lamp Pokémon|0.6|13.0|20|50|5|False|False|False|False|False|False|False
609|609|Chandelure|60|55|90|145|90|80|520|86.67|Flash Fire|Flame Body|Infiltrator|Ghost|Fire|Chandelaシャンデラ|45.0|70.0|50|1059860.0|Luring Pokémon|1.0|34.3|20|50|5|False|False|False|False|False|False|False
610|610|Axew|46|87|60|30|40|57|320|53.33|Rivalry|Mold Breaker|Unnerve|Dragon||Kibagoキバゴ|75.0|35.0|35|1250000.0|Tusk Pokémon|0.6|18.0|40|50|5|False|False|False|False|False|False|False
611|611|Fraxure|66|117|70|40|50|67|410|68.33|Rivalry|Mold Breaker|Unnerve|Dragon||Onondoオノンド|60.0|35.0|35|1250000.0|Axe Jaw Pokémon|1.0|36.0|40|50|5|False|False|False|False|False|False|False
612|612|Haxorus|76|147|90|60|70|97|540|90.0|Rivalry|Mold Breaker|Unnerve|Dragon||Ononokusオノノクス|45.0|35.0|35|1250000.0|Axe Jaw Pokémon|1.8|105.5|40|50|5|False|False|False|False|False|False|False
613|613|Cubchoo|55|70|40|60|40|40|305|50.83|Snow Cloak|Slush Rush|Rattled|Ice||Kumasyunクマシュン|120.0|70.0|50|1000000.0|Chill Pokémon|0.5|8.5|20|50|5|False|False|False|False|False|False|False
614|614|Beartic|95|130|80|70|80|50|505|84.17|Snow Cloak|Slush Rush|Swift Swim|Ice||Tunbearツンベアー|60.0|70.0|50|1000000.0|Freezing Pokémon|2.6|260.0|20|50|5|False|False|False|False|False|False|False
615|615|Cryogonal|80|50|50|95|135|105|515|85.83|Levitate|||Ice||Freegeoフリージオ|25.0|70.0|50|1000000.0|Crystallizing Pokémon|1.1|148.0|25||5|False|False|False|False|False|False|False
616|616|Shelmet|50|40|85|40|65|25|305|50.83|Hydration|Shell Armor|Overcoat|Bug||Chobomakiチョボマキ|200.0|70.0|50|1000000.0|Snail Pokémon|0.4|7.7|15|50|5|False|False|False|False|False|False|False
617|617|Accelgor|80|70|40|100|60|145|495|82.5|Hydration|Sticky Hold|Unburden|Bug||Agilderアギルダー|75.0|70.0|50|1000000.0|Shell Out Pokémon|0.8|25.3|15|50|5|False|False|False|False|False|False|False
618|618|Stunfisk|109|66|84|81|99|32|471|78.5|Static|Limber|Sand Veil|Ground|Electric|Maggyoマッギョ|75.0|70.0|70|1000000.0|Trap Pokémon|0.7|11.0|20|50|5|False|False|False|False|False|False|False
618|618G|Stunfisk (Galarian Stunfisk)|109|81|99|66|84|32|471|78.5|Mimicry|||Ground|Steel|Maggyoマッギョ|75.0|70.0|70|1000000.0|Trap Pokémon|0.7|20.5|20|50|5|False|False|False|False|False|False|False
619|619|Mienfoo|45|85|50|55|50|65|350|58.33|Inner Focus|Regenerator|Reckless|Fighting||Kojofuコジョフー|180.0|70.0|50|1059860.0|Martial Arts Pokémon|0.9|20.0|25|50|5|False|False|False|False|False|False|False
620|620|Mienshao|65|125|60|95|60|105|510|85.0|Inner Focus|Regenerator|Reckless|Fighting||Kojondoコジョンド|45.0|70.0|50|1059860.0|Martial Arts Pokémon|1.4|35.5|25|50|5|False|False|False|False|False|False|False
621|621|Druddigon|77|120|90|60|90|48|485|80.83|Rough Skin|Sheer Force|Mold Breaker|Dragon||Crimganクリムガン|45.0|70.0|50|1000000.0|Cave Pokémon|1.6|139.0|30|50|5|False|False|False|False|False|False|False
622|622|Golett|59|74|50|35|50|35|303|50.5|Iron Fist|Klutz|No Guard|Ground|Ghost|Gobitゴビット|190.0|70.0|50|1000000.0|Automaton Pokémon|1.0|92.0|25||5|False|False|False|False|False|False|False
623|623|Golurk|89|124|80|55|80|55|483|80.5|Iron Fist|Klutz|No Guard|Ground|Ghost|Goloogゴルーグ|90.0|70.0|50|1000000.0|Automaton Pokémon|2.8|330.0|25||5|False|False|False|False|False|False|False
624|624|Pawniard|45|85|70|40|40|60|340|56.67|Defiant|Inner Focus|Pressure|Dark|Steel|Komatanaコマタナ|120.0|35.0|35|1000000.0|Sharp Blade Pokémon|0.5|10.2|20|50|5|False|False|False|False|False|False|False
625|625|Bisharp|65|125|100|60|70|70|490|81.67|Defiant|Inner Focus|Pressure|Dark|Steel|Kirikizanキリキザン|45.0|35.0|35|1000000.0|Sword Blade Pokémon|1.6|70.0|20|50|5|False|False|False|False|False|False|False
626|626|Bouffalant|95|110|95|40|95|55|490|81.67|Reckless|Sap Sipper|Soundproof|Normal||Buffronバッフロン|45.0|70.0|50|1000000.0|Bash Buffalo Pokémon|1.6|94.6|20|50|5|False|False|False|False|False|False|False
627|627|Rufflet|70|83|50|37|50|60|350|58.33|Keen Eye|Sheer Force|Hustle|Normal|Flying|Washibonワシボン|190.0|70.0|50|1250000.0|Eaglet Pokémon|0.5|10.5|20|100|5|False|False|False|False|False|False|False
628|628|Braviary|100|123|75|57|75|80|510|85.0|Keen Eye|Sheer Force|Defiant|Normal|Flying|Warrgleウォーグル|60.0|70.0|50|1250000.0|Valiant Pokémon|1.5|41.0|20|100|5|False|False|False|False|False|False|False
629|629|Vullaby|70|55|75|45|65|60|370|61.67|Big Pecks|Overcoat|Weak Armor|Dark|Flying|Valchaiバルチャイ|190.0|35.0|35|1250000.0|Diapered Pokémon|0.5|9.0|20|0|5|False|False|False|False|False|False|False
630|630|Mandibuzz|110|65|105|55|95|80|510|85.0|Big Pecks|Overcoat|Weak Armor|Dark|Flying|Vulginaバルジーナ|60.0|35.0|35|1250000.0|Bone Vulture Pokémon|1.2|39.5|20|0|5|False|False|False|False|False|False|False
631|631|Heatmor|85|97|66|105|66|65|484|80.67|Gluttony|Flash Fire|White Smoke|Fire||Kuitaranクイタラン|90.0|70.0|50|1000000.0|Anteater Pokémon|1.4|58.0|20|50|5|False|False|False|False|False|False|False
632|632|Durant|58|109|112|48|48|109|484|80.67|Swarm|Hustle|Truant|Bug|Steel|Aiantアイアント|90.0|70.0|50|1000000.0|Iron Ant Pokémon|0.3|33.0|20|50|5|False|False|False|False|False|False|False
633|633|Deino|52|65|50|45|50|38|300|50.0|Hustle|||Dark|Dragon|Monozuモノズ|45.0|35.0|35|1250000.0|Irate Pokémon|0.8|17.3|40|50|5|False|False|False|False|False|False|False
634|634|Zweilous|72|85|70|65|70|58|420|70.0|Hustle|||Dark|Dragon|Diheadジヘッド|45.0|35.0|35|1250000.0|Hostile Pokémon|1.4|50.0|40|50|5|False|False|False|False|False|False|False
635|635|Hydreigon|92|105|90|125|90|98|600|100.0|Levitate|||Dark|Dragon|Sazandoraサザンドラ|45.0|35.0|35|1250000.0|Brutal Pokémon|1.8|160.0|40|50|5|False|False|False|True|False|False|False
636|636|Larvesta|55|85|55|50|55|60|360|60.0|Flame Body||Swarm|Bug|Fire|Merlarvaメラルバ|45.0|70.0|50|1250000.0|Torch Pokémon|1.1|28.8|40|50|5|False|False|False|False|False|False|False
637|637|Volcarona|85|60|65|135|105|100|550|91.67|Flame Body||Swarm|Bug|Fire|Ulgamothウルガモス|15.0|70.0|50|1250000.0|Sun Pokémon|1.6|46.0|40|50|5|False|False|False|False|False|False|False
638|638|Cobalion|91|90|129|90|72|108|580|96.67|Justified|||Steel|Fighting|Cobalonコバルオン|3.0|35.0|35|1250000.0|Iron Will Pokémon|2.1|250.0|80||5|False|True|False|False|False|False|False
639|639|Terrakion|91|129|90|72|90|108|580|96.67|Justified|||Rock|Fighting|Terrakionテラキオン|3.0|35.0|35|1250000.0|Cavern Pokémon|1.9|260.0|80||5|False|True|False|False|False|False|False
640|640|Virizion|91|90|72|90|129|108|580|96.67|Justified|||Grass|Fighting|Virizionビリジオン|3.0|35.0|35|1250000.0|Grassland Pokémon|2.0|200.0|80||5|False|True|False|False|False|False|False
641|641|Tornadus (Incarnate Forme)|79|115|70|125|80|111|580|96.67|Prankster||Defiant|Flying||Tornelosトルネロス|3.0|90.0|90|1250000.0|Cyclone Pokémon|1.5|63.0|120|100|5|False|True|False|False|False|False|False
641|641T|Tornadus (Therian Forme)|79|100|80|110|90|121|580|96.67|Regenerator|||Flying||Tornelosトルネロス|3.0|90.0|90|1250000.0|Cyclone Pokémon|1.4|63.0|120|100|5|False|True|False|False|False|False|False
642|642|Thundurus (Incarnate Forme)|79|115|70|125|80|111|580|96.67|Prankster||Defiant|Electric|Flying|Voltolosボルトロス|3.0|90.0|90|1250000.0|Bolt Strike Pokémon|1.5|61.0|120|100|5|False|True|False|False|False|False|False
642|642T|Thundurus (Therian Forme)|79|105|70|145|80|101|580|96.67|Volt Absorb|||Electric|Flying|Voltolosボルトロス|3.0|90.0|90|1250000.0|Bolt Strike Pokémon|3.0|61.0|120|100|5|False|True|False|False|False|False|False
643|643|Reshiram|100|120|100|150|120|90|680|113.33|Turboblaze|||Dragon|Fire|Reshiramレシラム|3.0|0.0|0|1250000.0|Vast White Pokémon|3.2|330.0|120||5|False|True|False|False|False|False|False
644|644|Zekrom|100|150|120|120|100|90|680|113.33|Teravolt|||Dragon|Electric|Zekromゼクロム|3.0|0.0|0|1250000.0|Deep Black Pokémon|2.9|345.0|120||5|False|True|False|False|False|False|False
645|645|Landorus (Incarnate Forme)|89|125|90|115|80|101|600|100.0|Sand Force||Sheer Force|Ground|Flying|Landlosランドロス|3.0|90.0|90|1250000.0|Abundance Pokémon|1.5|68.0|120|100|5|False|True|False|False|False|False|False
645|645T|Landorus (Therian Forme)|89|145|90|105|80|91|600|100.0|Intimidate|||Ground|Flying|Landlosランドロス|3.0|90.0|90|1250000.0|Abundance Pokémon|1.3|68.0|120|100|5|False|True|False|False|False|False|False
