pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles
784|784|Kommo-o|75|110|125|100|105|85|600|100|Bulletproof|Soundproof|Overcoat|Dragon|Fighting|Jyararangaジャラランガ|45|70|50|1250000|Scaly Pokémon|1.6|78.2|40
785|785|Tapu Koko|70|115|85|95|75|130|570|95|Electric Surge||Telepathy|Electric|Fairy|Kapu-Kokekoカプ・コケコ|3|70|50|1250000|Land Spirit Pokémon|1.8|20.5|15
786|786|Tapu Lele|70|85|75|130|115|95|570|95|Psychic Surge||Telepathy|Psychic|Fairy|Kapu-Tetefuカプ・テテフ|3|70|50|1250000|Land Spirit Pokémon|1.2|18.6|15
787|787|Tapu Bulu|70|130|115|85|95|75|570|95|Grassy Surge||Telepathy|Grass|Fairy|Kapu-Bululカプ・ブルル|3|70|50|1250000|Land Spirit Pokémon|1.9|45.5|15
788|788|Tapu Fini|70|75|115|95|130|85|570|95|Misty Surge||Telepathy|Water|Fairy|Kapu-Rehireカプ・レヒレ|3|70|50|1250000|Land Spirit Pokémon|1.3|21.2|15
789|789|Cosmog|43|29|31|29|31|37|200|33.33|Unaware|||Psychic||Cosmogコスモッグ|45|0|0|1250000|Nebula Pokémon|0.2|0.1|120
790|790|Cosmoem|43|29|131|29|131|37|400|66.67|Sturdy|||Psychic||Cosmovumコスモウム|45|0|0|1250000|Protostar Pokémon|0.1|999.9|120
791|791|Solgaleo|137|137|107|113|89|97|680|113.33|Full Metal Body|||Psychic|Steel|Solgaleoソルガレオ|45|0|0|1250000|Sunne Pokémon|3.4|230|120
792|792|Lunala|137|113|89|137|107|97|680|113.33|Shadow Shield|||Psychic|Ghost|Lunalaルナアーラ|45|0|0|1250000|Moone Pokémon|4|120|120
793|793|Nihilego|109|53|47|127|131|103|570|95|Beast Boost|||Rock|Poison|Uturoidウツロイド|45|0|0|1250000|Parasite Pokémon|1.2|55.5|120
794|794|Buzzwole|107|139|139|53|53|79|570|95|Beast Boost|||Bug|Fighting|Massivoonマッシブーン|45|0|0|1250000|Swollen Pokémon|2.4|333.6|120
795|795|Pheromosa|71|137|37|137|37|151|570|95|Beast Boost|||Bug|Fighting|Pheroacheフェローチェ|45|0|0|1250000|Lissome Pokémon|1.8|25|120
796|796|Xurkitree|83|89|71|173|71|83|570|95|Beast Boost|||Electric||Denjyumokuデンジュモク|45|0|0|1250000|Glowing Pokémon|3.8|100|120
797|797|Celesteela|97|101|103|107|101|61|570|95|Beast Boost|||Steel|Flying|Tekkaguyaテッカグヤ|45|0|0|1250000|Launch Pokémon|9.2|999.9|120
798|798|Kartana|59|181|131|59|31|109|570|95|Beast Boost|||Grass|Steel|Kamiturugiカミツルギ|45|0|0|1250000|Drawn Sword Pokémon|0.3|0.1|120
799|799|Guzzlord|223|101|53|97|53|43|570|95|Beast Boost|||Dark|Dragon|Akuzikingアクジキング|45|0|0|1250000|Junkivore Pokémon|5.5|888|120
800|800|Necrozma|97|107|101|127|89|79|600|100|Prism Armor|||Psychic||Necrozmaネクロズマ|3|0|0|1250000|Prism Pokémon|2.4|230|120
800|800DM|Necrozma (Dusk Mane Necrozma)|97|157|127|113|109|77|680|113.33|Prism Armor|||Psychic|Steel|Necrozmaネクロズマ|3|0|0|1250000|Prism Pokémon|3.8|460|120
800|800DW|Necrozma (Dawn Wings Necrozma)|97|113|109|157|127|77|680|113.33|Prism Armor|||Psychic|Ghost|Necrozmaネクロズマ|3|0|0|1250000|Prism Pokémon|4.2|350|120
800|800U|Necrozma (Ultra Necrozma)|97|167|97|167|97|129|754|125.67|Neuroforce|||Psychic|Dragon|Necrozmaネクロズマ|3|0|0|1250000|Prism Pokémon|7.5|230|120
801|801|Magearna|80|95|115|130|115|65|600|100|Soul-Heart|||Steel|Fairy|Magearnaマギアナ|3|0|0|1250000|Artificial Pokémon|1|80.5|120
802|802|Marshadow|90|125|80|90|90|125|600|100|Technician|||Fighting|Ghost|Marshadowマーシャドー|3|0|0|1250000|Gloomdweller Pokémon|0.7|22.2|120
803|803|Poipole|67|73|67|73|67|73|420|70|Beast Boost|||Poison||Bevenomベベノム|45|0|0|1250000|Poison Pin Pokémon|0.6|1.8|120
804|804|Naganadel|73|73|73|127|73|121|540|90|Beast Boost|||Poison|Dragon|Agoyonアーゴヨン|45|0|0|1250000|Poison Pin Pokémon|3.6|150|120
805|805|Stakataka|61|131|211|53|101|13|570|95|Beast Boost|||Rock|Steel|Tundetundeツンデツンデ|30|0|0|1250000|Rampart Pokémon|5.5|820|120
806|806|Blacephalon|53|127|53|151|79|107|570|95|Beast Boost|||Fire|Ghost|Zugadoonズガドーン|30|0|0|1250000|Fireworks Pokémon|1.8|13|120
807|807|Zeraora|88|112|75|102|80|143|600|100|Volt Absorb|||Electric||Zeraoraゼラオラ|3|0|0|1250000|Thunderclap Pokémon|1.5|44.5|120
808|808|Meltan|46|65|65|55|35|34|300|50|Magnet Pull|||Steel||Meltanメルタン|3|0|0|1250000|Hex Nut Pokémon|0.2|8|120
809|809|Melmetal|135|143|143|80|65|34|600|100|Iron Fist|||Steel||Melmetalメルメタル|3|0|0|1250000|Hex Nut Pokémon|2.5|800|120
810|810|Grookey|50|65|50|40|40|65|310|51.67|Overgrow||Grassy Surge|Grass||Sarunoriサルノリ|45||50|1059860|Chimp Pokémon|0.3|5|20
811|811|Thwackey|70|85|70|55|60|80|420|70|Overgrow||Grassy Surge|Grass||Bachinkeyバチンキー|45||50|1059860|Beat Pokémon|0.7|14|20
812|812|Rillaboom|100|125|90|60|70|85|530|88.33|Overgrow||Grassy Surge|Grass||Goriranderゴリランダー|45||50|1059860|Drummer Pokémon|2.1|90|20
813|813|Scorbunny|50|71|40|40|40|69|310|51.67|Blaze||Libero|Fire||Hibannyヒバニー|45||50|1059860|Rabbit Pokémon|0.3|4.5|20
814|814|Raboot|65|86|60|55|60|94|420|70|Blaze||Libero|Fire||Rabbifutoラビフット|45||50|1059860|Rabbit Pokémon|0.6|9|20
815|815|Cinderace|80|116|75|65|75|119|530|88.33|Blaze||Libero|Fire||Aceburnエースバーン|45||50|1059860|Striker Pokémon|1.4|33|20
816|816|Sobble|50|40|40|70|40|70|310|51.67|Torrent||Sniper|Water||Messonメッソン|45||50|1059860|Water Lizard Pokémon|0.3|4|20
817|817|Drizzile|65|60|55|95|55|90|420|70|Torrent||Sniper|Water||Jimereonジメレオン|45||50|1059860|Water Lizard Pokémon|0.7|11.5|20
818|818|Inteleon|70|85|65|125|65|120|530|88.33|Torrent||Sniper|Water||Intereonインテレオン|45||50|1059860|Secret Agent Pokémon|1.9|45.2|20
819|819|Skwovet|70|55|55|35|35|25|275|45.83|Cheek Pouch||Gluttony|Normal||Hoshigarisuホシガリス|255||50|1000000|Cheeky Pokémon|0.3|2.5|20
820|820|Greedent|120|95|95|55|75|20|460|76.67|Cheek Pouch||Gluttony|Normal||Yokubarisuヨクバリス|90||50|1000000|Greedy Pokémon|0.6|6|20
821|821|Rookidee|38|47|35|33|35|57|245|40.83|Keen Eye|Unnerve|Big Pecks|Flying||Kokogaraココガラ|255||50|1059860|Tiny Bird Pokémon|0.2|1.8|15
822|822|Corvisquire|68|67|55|43|55|77|365|60.83|Keen Eye|Unnerve|Big Pecks|Flying||Aogarasuアオガラス|120||50|1059860|Raven Pokémon|0.8|16|15
823|823|Corviknight|98|87|105|53|85|67|495|82.5|Pressure|Unnerve|Mirror Armor|Flying|Steel|Armorgaアーマーガア|45||50|1059860|Raven Pokémon|2.2|75|15
824|824|Blipbug|25|20|20|25|45|45|180|30|Swarm|Compound Eyes|Telepathy|Bug||Sacchimushiサッチムシ|255||50|1000000|Larva Pokémon|0.4|8|15
825|825|Dottler|50|35|80|50|90|30|335|55.83|Swarm|Compound Eyes|Telepathy|Bug|Psychic|Redomushiレドームシ|120||50|1000000|Radome Pokémon|0.4|19.5|15
826|826|Orbeetle|60|45|110|80|120|90|505|84.17|Swarm|Frisk|Telepathy|Bug|Psychic|Eolbイオルブ|45||50|1000000|Seven Spot Pokémon|0.4|40.8|15
827|827|Nickit|40|28|28|47|52|50|245|40.83|Run Away|Unburden|Stakeout|Dark||Kusuneクスネ|255||50|800000|Fox Pokémon|0.6|8.9|15
828|828|Thievul|70|58|58|87|92|90|455|75.83|Run Away|Unburden|Stakeout|Dark||Foxlyフォクスライ|127||50|800000|Fox Pokémon|1.2|19.9|15
829|829|Gossifleur|40|40|60|40|60|10|250|41.67|Cotton Down|Regenerator|Effect Spore|Grass||Himenkaヒメンカ|190||50|1000000|Flowering Pokémon|0.4|2.2|20
830|830|Eldegoss|60|50|90|80|120|60|460|76.67|Cotton Down|Regenerator|Effect Spore|Grass||Watashiragaワタシラガ|75||50|1000000|Cotton Bloom Pokémon|0.5|2.5|20
831|831|Wooloo|42|40|55|40|45|48|270|45|Fluffy|Run Away|Bulletproof|Normal||Wooluuウールー|255||50|1000000|Sheep Pokémon|0.6|6|15
832|832|Dubwool|72|80|100|60|90|88|490|81.67|Fluffy|Steadfast|Bulletproof|Normal||Baiwooluuバイウールー|127||50|1000000|Sheep Pokémon|1.3|43|15
833|833|Chewtle|50|64|50|38|38|44|284|47.33|Strong Jaw|Shell Armor|Swift Swim|Water||Kamukameカムカメ|255||50|1000000|Snapping Pokémon|0.3|8.5|20
834|834|Drednaw|90|115|90|48|68|74|485|80.83|Strong Jaw|Shell Armor|Swift Swim|Water|Rock|Kajirigameカジリガメ|75||50|1000000|Bite Pokémon|1|115.5|20
835|835|Yamper|59|45|50|40|50|26|270|45|Ball Fetch||Rattled|Electric||Wanpachiワンパチ|255||50|800000|Puppy Pokémon|0.3|13.5|20
836|836|Boltund|69|90|60|90|60|121|490|81.67|Strong Jaw||Competitive|Electric||Pulsewanパルスワン|45||50|800000|Dog Pokémon|1|34|20
837|837|Rolycoly|30|40|50|40|50|30|240|40|Steam Engine|Heatproof|Flash Fire|Rock||Tandonタンドン|255||50|1059860|Coal Pokémon|0.3|12|15
838|838|Carkol|80|60|90|60|70|50|410|68.33|Steam Engine|Flame Body|Flash Fire|Rock|Fire|Toroggonトロッゴン|120||50|1059860|Coal Pokémon|1.1|78|15
839|839|Coalossal|110|80|120|80|90|30|510|85|Steam Engine|Flame Body|Flash Fire|Rock|Fire|Sekitanzanセキタンザン|45||50|1059860|Coal Pokémon|2.8|310.5|15
840|840|Applin|40|40|80|40|40|20|260|43.33|Ripen|Gluttony|Bulletproof|Grass|Dragon|Kajicchuカジッチュ|255||50|600000|Apple Core Pokémon|0.2|0.5|20
841|841|Flapple|70|110|80|95|60|70|485|80.83|Ripen|Gluttony|Hustle|Grass|Dragon|Appryuアップリュー|45||50|600000|Apple Wing Pokémon|0.3|1|20
842|842|Appletun|110|85|80|100|80|30|485|80.83|Ripen|Gluttony|Thick Fat|Grass|Dragon|Taruppleタルップル|45||50|600000|Apple Nectar Pokémon|0.4|13|20
843|843|Silicobra|52|57|75|35|50|46|315|52.5|Sand Spit|Shed Skin|Sand Veil|Ground||Sunahebiスナヘビ|255||50|1000000|Sand Snake Pokémon|2.2|7.6|20
844|844|Sandaconda|72|107|125|65|70|71|510|85|Sand Spit|Shed Skin|Sand Veil|Ground||Sadaijaサダイジャ|120||50|1000000|Sand Snake Pokémon|3.8|65.5|20
845|845|Cramorant|70|85|55|85|95|85|475|79.17|Gulp Missile|||Flying|Water|Uuウッウ|45||50|1000000|Gulp Pokémon|0.8|18|20
846|846|Arrokuda|41|63|40|40|30|66|280|46.67|Swift Swim||Propeller Tail|Water||Sasikamasuサシカマス|255||50|1250000|Rush Pokémon|0.5|1|20
847|847|Barraskewda|61|123|60|60|50|136|490|81.67|Swift Swim||Propeller Tail|Water||Kamasujawカマスジョー|60||50|1250000|Skewer Pokémon|1.3|30|20
848|848|Toxel|40|38|35|54|35|40|242|40.33|Rattled|Static|Klutz|Electric|Poison|Elesonエレズン|75||50|1059860|Baby Pokémon|0.4|11|25
849|849|Toxtricity (Amped Form)|75|98|70|114|70|75|502|83.67|Punk Rock|Plus|Technician|Electric|Poison|Strinderストリンダー|45||50|1059860|Punk Pokémon|1.6|40|25
849|849L|Toxtricity (Low Key Form)|75|98|70|114|70|75|502|83.67|Punk Rock|Minus|Technician|Electric|Poison|Strinderストリンダー|45||50|1059860|Punk Pokémon|1.6|40|25
850|850|Sizzlipede|50|65|45|50|50|45|305|50.83|Flash Fire|White Smoke|Flame Body|Fire|Bug|Yakudeヤクデ|190||50|1000000|Radiator Pokémon|0.7|1|20
851|851|Centiskorch|100|115|65|90|90|65|525|87.5|Flash Fire|White Smoke|Flame Body|Fire|Bug|Maruyakudeマルヤクデ|75||50|1000000|Radiator Pokémon|3|120|20
852|852|Clobbopus|50|68|60|50|50|32|310|51.67|Limber||Technician|Fighting||Tatakkoタタッコ|180||50|1059860|Tantrum Pokémon|0.6|4|25
853|853|Grapploct|80|118|90|70|80|42|480|80|Limber||Technician|Fighting||Otosupusオトスパス|45||50|1059860|Jujitsu Pokémon|1.6|39|25
854|854|Sinistea|40|45|45|74|54|50|308|51.33|Weak Armor||Cursed Body|Ghost||Yabachaヤバチャ|120||50|1000000|Black Tea Pokémon|0.1|0.2|20
855|855|Polteageist|60|65|65|134|114|70|508|84.67|Weak Armor||Cursed Body|Ghost||Potdeathポットデス|60||50|1000000|Black Tea Pokémon|0.2|0.4|20
856|856|Hatenna|42|30|45|56|53|39|265|44.17|Healer|Anticipation|Magic Bounce|Psychic||Mibrimミブリム|235||50|1250000|Calm Pokémon|0.4|3.4|20
857|857|Hattrem|57|40|65|86|73|49|370|61.67|Healer|Anticipation|Magic Bounce|Psychic||Tebrimテブリム|120||50|1250000|Serene Pokémon|0.6|4.8|20
858|858|Hatterene|57|90|95|136|103|29|510|85|Healer|Anticipation|Magic Bounce|Psychic|Fairy|Brimuonブリムオン|45||50|1250000|Silent Pokémon|2.1|5|20
859|859|Impidimp|45|45|30|55|40|50|265|44.17|Prankster|Frisk|Pickpocket|Dark|Fairy|Berobaベロバー|255||50|1000000|Wily Pokémon|0.4|5.5|20
860|860|Morgrem|65|60|45|75|55|70|370|61.67|Prankster|Frisk|Pickpocket|Dark|Fairy|Gimohギモー|120||50|1000000|Devious Pokémon|0.8|12.5|20
861|861|Grimmsnarl|95|120|65|95|75|60|510|85|Prankster|Frisk|Pickpocket|Dark|Fairy|Ohlongeオーロンゲ|45||50|1000000|Bulk Up Pokémon|1.5|61|20
862|862|Obstagoon|93|90|101|60|81|95|520|86.67|Reckless|Guts|Defiant|Dark|Normal|Tachifusagumaタチフサグマ|45||50|1000000|Blocking Pokémon|1.6|46|15
863|863|Perrserker|70|110|100|50|60|50|440|73.33|Battle Armor|Tough Claws|Steely Spirit|Steel||Nyaikingニャイキング|90||50|1000000|Viking Pokémon|0.8|28|20
864|864|Cursola|60|95|50|145|130|30|510|85|Weak Armor||Perish Body|Ghost||Sunigoonサニゴーン|30||50|800000|Coral Pokémon|1|0.4|20
865|865|Sirfetch'd|62|135|95|68|82|65|507|84.5|Steadfast||Scrappy|Fighting||Negigaknightネギガナイト|45||50|1000000|Wild Duck Pokémon|0.8|117|20
866|866|Mr. Rime|80|85|75|110|100|70|520|86.67|Tangled Feet|Screen Cleaner|Ice Body|Ice|Psychic|Barrikohruバリコオル|45||50|1000000|Comedian Pokémon|1.5|58.2|25
867|867|Runerigus|58|95|145|50|105|30|483|80.5|Wandering Spirit|||Ground|Ghost|Deathbarnデスバーン|90||50|1000000|Grudge Pokémon|1.6|66.6|25
868|868|Milcery|45|40|40|50|61|34|270|45|Sweet Veil||Aroma Veil|Fairy||Mahomilマホミル|200||50|1000000|Cream Pokémon|0.2|0.3|20
869|869|Alcremie|65|60|75|110|121|64|495|82.5|Sweet Veil||Aroma Veil|Fairy||Mawhipマホイップ|100||50|1000000|Cream Pokémon|0.3|0.5|20
870|870|Falinks|65|100|100|70|60|75|470|78.33|Battle Armor||Defiant|Fighting||Tairetsuタイレーツ|45||50|1000000|Formation Pokémon|3|62|25
871|871|Pincurchin|48|101|95|91|85|15|435|72.5|Lightning Rod||Electric Surge|Electric||Bachinuniバチンウニ|75||50|1000000|Sea Urchin Pokémon|0.3|1|20
872|872|Snom|30|25|35|45|30|20|185|30.83|Shield Dust||Ice Scales|Ice|Bug|Yukihamiユキハミ|190||50|1000000|Worm Pokémon|0.3|3.8|20
873|873|Frosmoth|70|65|60|125|90|65|475|79.17|Shield Dust||Ice Scales|Ice|Bug|Mothnowモスノウ|75||50|1000000|Frost Moth Pokémon|1.3|42|20
874|874|Stonjourner|100|125|135|20|20|70|470|78.33|Power Spot|||Rock||Ishihenginイシヘンジン|60||50|1250000|Big Rock Pokémon|2.5|520|25
875|875|Eiscue (Ice Face)|75|80|110|65|90|50|470|78.33|Ice Face|||Ice||Korippoコオリッポ|60||50|1250000|Penguin Pokémon|1.4|89|25
875|875N|Eiscue (Noice Face)|75|80|70|65|50|130|470|78.33|Ice Face|||Ice||Korippoコオリッポ|60||50|1250000|Penguin Pokémon|1.4|89|25
876|876|Indeedee (Male)|60|65|55|105|95|95|475|79.17|Inner Focus|Synchronize|Psychic Surge|Psychic|Normal|Yessanイエッサン|30||140|800000|Emotion Pokémon|0.9|28|40
876|876F|Indeedee (Female)|70|55|65|95|105|85|475|79.17|Own Tempo|Synchronize|Psychic Surge|Psychic|Normal|Yessanイエッサン|30||140|800000|Emotion Pokémon|0.9|28|40
877|877|Morpeko|58|95|58|70|58|97|436|72.67|Hunger Switch|||Electric|Dark|Morpekoモルペコ|180||50|1000000|Two-Sided Pokémon|0.3|3|10
878|878|Cufant|72|80|49|40|49|40|330|55|Sheer Force||Heavy Metal|Steel||Zoudouゾウドウ|190||50|1000000|Copperderm Pokémon|1.2|100|25
879|879|Copperajah|122|130|69|80|69|30|500|83.33|Sheer Force||Heavy Metal|Steel||Daioudouダイオウドウ|90||50|1000000|Copperderm Pokémon|3|650|25
880|880|Dracozolt|90|100|90|80|70|75|505|84.17|Volt Absorb|Hustle|Sand Rush|Electric|Dragon|Patchiragonパッチラゴン|45||50|1250000|Fossil Pokémon|1.8|190|35
881|881|Arctozolt|90|100|90|90|80|55|505|84.17|Volt Absorb|Static|Slush Rush|Electric|Ice|Patchilldonパッチルドン|45||50|1250000|Fossil Pokémon|2.3|150|35
882|882|Dracovish|90|90|100|70|80|75|505|84.17|Water Absorb|Strong Jaw|Sand Rush|Water|Dragon|Uonoragonウオノラゴン|45||50|1250000|Fossil Pokémon|2.3|215|35
883|883|Arctovish|90|90|100|80|90|55|505|84.17|Water Absorb|Ice Body|Slush Rush|Water|Ice|Uochilldonウオチルドン|45||50|1250000|Fossil Pokémon|2|175|35
884|884|Duraludon|70|95|115|120|50|85|535|89.17|Light Metal|Heavy Metal|Stalwart|Steel|Dragon|Duraludonジュラルドン|45||50|1000000|Alloy Pokémon|1.8|40|30
885|885|Dreepy|28|60|30|40|30|82|270|45|Clear Body|Infiltrator|Cursed Body|Dragon|Ghost|Dorameshiyaドラメシヤ|45||50|1250000|Lingering Pokémon|0.5|2|40
886|886|Drakloak|68|80|50|60|50|102|410|68.33|Clear Body|Infiltrator|Cursed Body|Dragon|Ghost|Doronchドロンチ|45||50|1250000|Caretaker Pokémon|1.4|11|40
887|887|Dragapult|88|120|75|100|75|142|600|100|Clear Body|Infiltrator|Cursed Body|Dragon|Ghost|Dorapultドラパルト|45||50|1250000|Stealth Pokémon|3|50|40
888|888|Zacian (Hero of Many Battles)|92|130|115|80|115|138|670|111.67|Intrepid Sword|||Fairy||Zacianザシアン|10||0|1250000|Warrior Pokémon|2.8|355|120
888|888C|Zacian (Crowned Sword)|92|170|115|80|115|148|720|120|Intrepid Sword|||Fairy|Steel|Zacianザシアン|10||0|1250000|Warrior Pokémon|2.8|110|120
889|889|Zamazenta (Hero of Many Battles)|92|130|115|80|115|138|670|111.67|Dauntless Shield|||Fighting||Zamazentaザマゼンタ|10||0|1250000|Warrior Pokémon|2.9|785|120
889|889C|Zamazenta (Crowned Shield)|92|130|145|80|145|128|720|120|Dauntless Shield|||Fighting|Steel|Zamazentaザマゼンタ|10||0|1250000|Warrior Pokémon|2.9|210|120
890|890|Eternatus|140|85|95|145|95|130|690|115|Pressure|||Poison|Dragon|Mugendinaムゲンダイナ|255||0|1250000|Gigantic Pokémon|20|950|120
890|890E|Eternatus (Eternamax Eternatus)|255|115|250|125|250|130|1125|187.5|Pressure|||Poison|Dragon|Mugendinaムゲンダイナ|||0|1250000|Gigantic Pokémon|||120
891|891|Kubfu|60|90|60|53|50|72|385|64.17|Inner Focus|||Fighting||Dakumaダクマ|3||50|1250000|Wushu Pokémon|0.6|12|120
892|892|Urshifu (Single Strike Style)|100|130|100|63|60|97|550|91.67|Unseen Fist|||Fighting|Dark|Wulaosuウーラオス|3||50|1250000|Wushu Pokémon|1.9|105|120
892|892RS|Urshifu (Rapid Strike Style)|100|130|100|63|60|97|550|91.67|Unseen Fist|||Fighting|Water|Wulaosuウーラオス|3||50|1250000|Wushu Pokémon|1.9|105|120
893|893|Zarude|105|120|105|70|95|105|600|100|Leaf Guard|||Dark|Grass|Zarudeザルード|3||0|1250000|Rogue Monkey Pokémon|1.8|70|120
894|894|Regieleki|80|100|50|100|50|200|580|96.67|Transistor|||Electric||Regielekiレジエレキ|3||35|1250000|Electron Pokémon|1.2|145|120
895|895|Regidrago|200|100|50|100|50|80|580|96.67|Dragon's Maw|||Dragon||Regidoragoレジドラゴ|3||35|1250000|Dragon Orb Pokémon|2.1|200|120
896|896|Glastrier|100|145|130|65|110|30|580|96.67|Chilling Neigh|||Ice||Blizzaposブリザポス|3||35|1250000|Wild Horse Pokémon|2.2|800|120
897|897|Spectrier|100|65|60|145|80|130|580|96.67|Grim Neigh|||Ghost||Wraithposレイスポス|3||35|1250000|Swift Horse Pokémon|2|44.5|120
898|898|Calyrex|100|80|80|80|80|80|500|83.33|Unnerve|||Psychic|Grass|Budrexバドレックス|3||100|1250000|King Pokémon|1.1|7.7|120
898|898I|Calyrex (Ice Rider Calyrex)|100|165|150|85|130|50|680|113.33|As One|||Psychic|Ice|Budrexバドレックス|3||100|1250000|High King Pokémon|2.4|809.1|120
898|898S|Calyrex (Shadow Rider Calyrex)|100|85|80|165|100|150|680|113.33|As One|||Psychic|Ghost|Budrexバドレックス|3||100|1250000|High King Pokémon|2.4|53.6|120
